Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
805.200,89.0257,20,0.3904,-0.3387,0.0965,91.2566,8.7185,585.5761,0.0077,0.1100,162.5146,50.52045016,-104.49401910,26.6,77.5,-0.38,0.07,-0.91,2.4,0.8,3.3,3.9,10214
805.250,88.7112,20,0.4897,-0.3137,0.1005,91.8706,10.9995,585.5767,0.0077,0.1100,128.3590,50.52044969,-104.49400173,26.6,77.4,-0.43,0.12,-0.90,3.9,0.9,4.9,3.9,10291
805.300,88.6317,20,0.5846,-0.2666,0.0935,92.5601,13.2230,585.5775,0.0077,0.1100,106.6794,50.52044904,-104.49398449,26.6,77.2,-0.45,0.18,-0.90,6.4,1.0,6.8,3.9,10308
805.350,88.5307,20,0.6774,-0.2248,0.0870,93.2771,15.4036,585.5781,0.0077,0.1093,91.4728,50.52044837,-104.49396842,26.6,77.0,-0.45,0.25,-0.91,10.0,0.9,9.2,3.9,10330
805.400,88.3435,20,0.7618,-0.2045,0.0829,94.1043,17.4129,585.5786,0.0077,0.1060,80.7466,50.52044756,-104.49395700,26.6,76.9,-0.42,0.32,-0.92,13.8,0.8,12.0,3.9,10273
805.450,88.1563,20,0.8461,-0.1842,0.0788,94.9314,19.4222,585.5790,0.0077,0.1027,72.2398,50.52044675,-104.49394558,26.6,76.6,-0.38,0.41,-0.93,17.1,0.6,15.0,3.9,10137
805.500,87.7691,20,0.9299,-0.1698,0.0832,96.0239,21.4182,585.5831,0.0077,0.1000,65.2197,50.52044547,-104.49392974,26.6,76.4,-0.34,0.51,-0.93,18.6,0.5,17.6,3.9,9989
805.550,86.7322,20,1.0077,-0.1869,0.1090,97.9233,23.2941,585.5958,0.0077,0.1007,59.2589,50.52044266,-104.49390074,26.6,76.2,-0.30,0.61,-0.94,17.8,0.3,19.2,3.9,9878
805.600,86.2967,20,1.0717,-0.2355,0.0853,98.8041,24.9008,585.5845,0.0077,0.1040,55.1570,50.52044127,-104.49388975,26.6,76.2,-0.28,0.71,-0.93,14.7,0.2,19.6,3.9,9845
805.650,85.8612,20,1.1357,-0.2841,0.0616,99.6850,26.5075,585.5732,0.0077,0.1073,51.5523,50.52043989,-104.49387876,26.6,76.2,-0.26,0.80,-0.93,11.7,-0.0,19.6,3.9,9748
805.700,85.2202,20,1.1996,-0.3378,0.0487,101.0019,28.1222,585.5659,0.0077,0.1100,48.2296,50.52043774,-104.49386361,26.6,76.4,-0.26,0.88,-0.92,11.3,-0.3,20.0,3.9,9717
805.750,83.9718,20,1.2574,-0.3998,0.0727,103.6879,29.6653,585.5712,0.0077,0.1100,45.0510,50.52043317,-104.49383612,26.6,76.6,-0.27,0.95,-0.91,13.7,-0.6,21.3,3.9,9726
805.800,83.5830,20,1.2926,-0.4106,0.0716,104.8733,30.7955,585.5643,0.0077,0.1100,43.1968,50.52043103,-104.49382580,26.6,76.8,-0.28,1.02,-0.91,18.2,-0.4,23.8,3.9,9591
805.850,83.1941,20,1.3279,-0.4215,0.0704,106.0588,31.9256,585.5574,0.0077,0.1100,41.4738,50.52042889,-104.49381549,26.6,76.9,-0.30,1.08,-0.92,21.3,0.0,26.2,3.9,9282
805.900,82.4552,20,1.3592,-0.4304,0.0712,107.5341,32.9705,585.5549,0.0077,0.1100,39.8028,50.52042579,-104.49380135,26.6,77.0,-0.30,1.12,-0.94,23.5,0.4,28.5,3.9,9270
805.950,80.6314,20,1.3771,-0.4325,0.0795,109.9358,33.7412,585.5679,0.0077,0.1100,38.0333,50.52041966,-104.49377593,26.6,77.2,-0.30,1.16,-0.95,23.6,0.8,30.4,3.9,9209
806.000,80.0679,20,1.4040,-0.4390,0.0869,111.4047,34.7800,585.5721,0.0077,0.1100,36.6395,50.52041684,-104.49376659,26.6,77.3,-0.30,1.20,-0.96,22.1,1.5,32.0,3.9,9051
806.050,79.5043,20,1.4310,-0.4455,0.0943,112.8735,35.8187,585.5762,0.0077,0.1100,35.3265,50.52041401,-104.49375725,26.6,77.3,-0.31,1.24,-0.98,20.6,2.1,33.5,3.9,8910
806.100,78.7437,20,1.4591,-0.4506,0.1037,114.7139,36.8952,585.5816,0.0077,0.1120,33.9677,50.52040992,-104.49374445,26.6,77.3,-0.32,1.29,-0.99,19.7,2.6,34.9,3.9,8815
806.150,77.3632,20,1.4882,-0.4472,0.1185,117.6705,38.0419,585.5898,0.0077,0.1200,32.3662,50.52040191,-104.49372151,26.6,77.3,-0.32,1.32,-1.00,18.9,2.9,35.9,3.9,8755
806.200,76.6563,20,1.5026,-0.4334,0.1224,119.1466,38.8672,585.5913,0.0077,0.1200,31.3895,50.52039850,-104.49371330,26.6,77.2,-0.33,1.36,-1.00,16.8,3.2,36.0,3.9,8606
806.250,75.9493,20,1.5171,-0.4196,0.1263,120.6227,39.6925,585.5928,0.0077,0.1200,30.4534,50.52039509,-104.49370509,26.6,77.0,-0.33,1.39,-1.00,13.8,3.4,35.4,3.9,8505
806.300,75.1262,20,1.5436,-0.4005,0.1153,122.4967,40.8397,585.5866,0.0077,0.1200,29.2771,50.52039019,-104.49369384,26.6,76.8,-0.33,1.42,-1.00,11.0,3.2,34.2,3.9,8522
806.350,74.0136,20,1.6022,-0.3586,0.0594,125.5487,42.8382,585.5580,0.0077,0.1200,27.4980,50.52038067,-104.49367366,26.6,76.6,-0.31,1.44,-0.99,9.0,2.7,33.1,3.9,8535
806.400,73.6040,20,1.5964,-0.3097,0.0635,126.9464,43.0905,585.5624,0.0077,0.1200,27.1856,50.52037671,-104.49366644,26.6,76.5,-0.30,1.44,-0.97,7.8,2.1,32.1,3.9,8515
806.450,73.1943,20,1.5907,-0.2608,0.0676,128.3441,43.3429,585.5668,0.0078,0.1200,26.8769,50.52037275,-104.49365922,26.6,76.5,-0.27,1.44,-0.95,6.2,1.5,31.2,3.9,8643
806.500,72.7561,20,1.5962,-0.2118,0.0896,130.5618,43.8895,585.5820,0.0078,0.1200,26.3833,50.52036697,-104.49364954,26.6,76.5,-0.25,1.45,-0.93,3.4,1.1,29.9,3.9,8753
806.550,72.2981,20,1.6363,-0.1584,0.1598,135.1873,45.3050,585.6257,0.0078,0.1200,25.3981,50.52035559,-104.49363270,26.6,76.5,-0.23,1.47,-0.92,-0.1,0.8,28.5,3.9,8796
806.600,72.2167,20,1.6354,-0.0886,0.1346,136.3242,45.4889,585.6099,0.0078,0.1200,25.2670,50.52035105,-104.49362655,26.6,76.6,-0.19,1.50,-0.90,-2.2,0.6,26.9,3.9,8777
806.650,72.1354,20,1.6344,-0.0187,0.1095,137.4611,45.6727,585.5940,0.0078,0.1200,25.1369,50.52034651,-104.49362041,26.6,76.7,-0.15,1.51,-0.89,-0.4,0.3,26.3,3.9,8793
806.700,72.1061,20,1.6405,0.0498,0.0934,139.3099,46.0304,585.5861,0.0078,0.1200,24.9314,50.52033995,-104.49361218,26.6,76.7,-0.11,1.52,-0.90,4.9,-0.0,26.9,3.9,8758
806.750,72.2730,20,1.6531,0.1036,0.1075,143.4573,46.4541,585.6053,0.0078,0.1210,24.7612,50.52032666,-104.49359739,26.6,76.7,-0.06,1.52,-0.92,12.4,-0.2,28.3,3.9,8745
806.800,72.3913,20,1.5800,0.1192,0.0948,145.4085,44.3614,585.6053,0.0078,0.1260,25.9718,50.52031895,-104.49358981,26.6,76.6,-0.02,1.51,-0.95,20.4,-0.3,30.0,3.9,8756
806.850,72.5166,20,1.5183,0.1337,0.0833,147.4237,42.5823,585.6042,0.0078,0.1300,27.1037,50.52031118,-104.49358243,26.6,76.6,0.02,1.49,-1.00,27.3,-0.3,31.5,3.9,8788
806.900,72.6698,20,1.5023,0.1441,0.0768,149.6952,42.0577,585.5991,0.0078,0.1300,27.4998,50.52030310,-104.49357584,26.6,76.6,0.05,1.46,-1.04,31.7,-0.2,32.4,3.9,8759
806.950,72.8073,20,1.4751,0.1479,0.0751,151.8336,41.2149,585.5981,0.0078,0.1290,28.1151,50.52029498,-104.49356938,26.6,76.5,0.08,1.43,-1.09,34.2,0.2,33.0,3.9,8872
807.000,72.8817,20,1.4028,0.1249,0.0927,153.4398,39.0996,585.6140,0.0078,0.1240,29.6665,50.52028668,-104.49356347,26.6,76.5,0.10,1.39,-1.14,35.2,0.5,33.3,3.9,8880
807.050,72.9873,20,1.3539,0.1125,0.1007,155.1275,37.6460,585.6229,0.0078,0.1200,30.8566,50.52027831,-104.49355773,26.7,76.4,0.11,1.35,-1.18,32.6,1.1,32.8,3.9,8800
807.100,73.2172,20,1.3989,0.1423,0.0699,157.1414,38.8393,585.6036,0.0078,0.1200,30.0028,50.52026969,-104.49355267,26.7,76.4,0.12,1.31,-1.20,26.6,1.8,31.4,3.9,9090
807.150,73.3986,20,1.4149,0.1571,0.0489,159.0882,39.2200,585.5908,0.0078,0.1200,29.7852,50.52026104,-104.49354779,26.7,76.4,0.14,1.28,-1.21,19.7,2.0,29.5,3.9,9083
807.200,73.3862,20,1.3150,0.1116,0.0676,160.7670,36.3509,585.6034,0.0078,0.1200,32.1307,50.52025227,-104.49354364,26.7,76.5,0.15,1.24,-1.20,13.8,1.8,27.8,3.9,8962
807.250,73.4653,20,1.2471,0.0830,0.0832,162.5693,34.3806,585.6160,0.0078,0.1200,34.0086,50.52024344,-104.49353969,26.7,76.6,0.14,1.21,-1.18,9.0,1.6,26.7,3.9,8871
807.300,73.9102,20,1.3073,0.1221,0.0865,164.8658,36.0058,585.6282,0.0078,0.1200,32.6703,50.52023433,-104.49353659,26.7,76.7,0.14,1.21,-1.17,5.7,1.6,26.3,3.9,8957
807.350,74.2543,20,1.3453,0.1538,0.0849,166.8838,37.0109,585.6379,0.0078,0.1210,31.9310,50.52022522,-104.49353358,26.7,76.8,0.13,1.23,-1.17,5.6,1.5,26.6,3.9,9077
807.400,74.1947,20,1.2951,0.1562,0.0637,167.7875,35.5356,585.6372,0.0078,0.1260,33.2299,50.52021611,-104.49353087,26.7,76.9,0.12,1.24,-1.16,8.5,1.1,27.4,3.9,8955
807.450,74.2358,20,1.2455,0.1621,0.0534,169.0282,34.0809,585.6420,0.0078,0.1300,34.6675,50.52020695,-104.49352846,26.7,76.9,0.12,1.23,-1.14,10.2,0.9,27.6,3.9,8970
807.500,74.6797,20,1.1987,0.1822,0.0867,171.6166,32.7080,585.6688,0.0078,0.1300,36.3386,50.52019761,-104.49352722,26.7,77.0,0.12,1.22,-1.13,8.7,0.9,26.6,3.9,8893
807.550,75.0703,20,1.1384,0.1962,0.1100,173.8108,30.9670,585.6882,0.0078,0.1310,38.5824,50.52018825,-104.49352598,26.7,77.0,0.12,1.22,-1.11,4.5,1.1,24.7,3.9,8903
807.600,75.2482,20,1.0241,0.1857,0.0937,174.4282,27.7530,585.6779,0.0078,0.1360,43.1526,50.52017882,-104.49352473,26.7,77.0,0.12,1.23,-1.11,0.9,1.3,22.4,3.9,8890
807.650,75.4686,20,0.9158,0.1783,0.0849,175.1362,24.7130,585.6716,0.0078,0.1410,48.6029,50.52016937,-104.49352362,26.7,77.0,0.13,1.22,-1.09,-0.5,1.1,20.3,3.9,8973
807.700,75.8590,20,0.8318,0.1834,0.1064,176.2067,22.3691,585.6809,0.0078,0.1460,53.9734,50.52015987,-104.49352310,26.6,77.0,0.12,1.19,-1.08,-0.0,0.8,18.5,3.9,8991
807.750,76.2284,20,0.7464,0.1838,0.1217,177.2282,19.9910,585.6885,0.0078,0.1510,60.6880,50.52015034,-104.49352264,26.6,77.1,0.12,1.14,-1.08,0.8,0.7,16.8,3.9,9037
807.800,76.5140,20,0.6549,0.1650,0.1128,178.0531,17.4762,585.6895,0.0078,0.1560,69.6811,50.52014072,-104.49352239,26.6,77.1,0.11,1.08,-1.08,2.0,0.7,15.3,3.9,9092
807.850,76.7656,20,0.5695,0.1529,0.1070,178.8147,15.1312,585.6913,0.0078,0.1600,80.7446,50.52013110,-104.49352222,26.6,77.1,0.10,1.00,-1.09,3.0,0.6,13.9,3.9,9044
807.900,76.8804,20,0.5084,0.1681,0.1136,179.3230,13.4654,585.6970,0.0078,0.1600,90.8690,50.52012150,-104.49352233,26.6,77.1,0.10,0.91,-1.08,3.9,0.5,12.8,3.9,9135
807.950,77.0624,20,0.4373,0.1747,0.1209,143.8671,11.5431,585.7032,0.0078,0.1600,106.2526,50.52011186,-104.49352250,26.6,77.1,0.10,0.80,-1.07,3.6,0.2,11.6,3.9,9146
808.000,77.5129,20,0.3266,0.1471,0.1317,-35.4460,8.5945,585.7112,0.0079,0.1600,143.5401,50.52010209,-104.49352292,26.6,77.1,0.10,0.68,-1.06,1.7,0.0,9.7,3.9,9147
808.050,77.8901,20,0.2405,0.1317,0.1367,-178.8903,6.2959,585.7162,0.0079,0.1580,196.8990,50.52009232,-104.49352332,26.6,77.1,0.10,0.59,-1.06,-0.3,0.1,8.0,3.9,9319
808.100,77.9740,20,0.2527,0.1647,0.1184,-178.8597,6.5974,585.7089,0.0079,0.1480,188.1030,50.52008257,-104.49352363,26.6,77.1,0.10,0.51,-1.06,-1.8,0.0,6.3,3.9,9439
808.150,78.1598,20,0.2377,0.1896,0.1067,-178.8331,6.1916,585.7070,0.0079,0.1400,200.9094,50.52007278,-104.49352397,26.6,77.2,0.09,0.42,-1.05,-2.9,-0.3,4.6,3.9,9295
808.200,78.7532,20,0.1135,0.1828,0.1219,-178.8225,2.9565,585.7275,0.0079,0.1400,423.9438,50.52006280,-104.49352436,26.5,77.4,0.09,0.34,-1.04,-3.8,-0.5,2.9,3.9,9281
808.250,79.2662,20,0.0096,0.1804,0.1296,-178.8059,0.2510,585.7428,0.0079,0.1400,5025.1748,50.52005282,-104.49352476,26.5,77.6,0.08,0.26,-1.05,-4.6,-0.5,1.4,3.9,9327
808.300,79.4570,20,-0.0132,0.1964,0.1074,-178.7655,-0.3359,585.7377,0.0079,0.1400,3764.3289,50.52004284,-104.49352514,26.5,77.7,0.08,0.19,-1.05,-4.8,-0.5,0.2,3.9,9398
808.350,79.6857,20,-0.0345,0.2079,0.0949,-178.7727,-0.8812,585.7379,0.0079,0.1390,1439.1439,50.52003283,-104.49352550,26.5,77.8,0.08,0.12,-1.05,-4.6,-0.6,-0.6,3.9,9418
808.400,80.0657,20,-0.0495,0.2022,0.1211,-178.9704,-1.2598,585.7590,0.0079,0.1340,1011.5053,50.52002270,-104.49352578,26.5,77.8,0.07,0.07,-1.04,-4.2,-0.7,-1.1,3.9,9426
808.450,80.4551,20,-0.0620,0.1952,0.1420,-179.1126,-1.5716,585.7773,0.0079,0.1300,814.7670,50.52001257,-104.49352606,26.5,77.8,0.05,0.02,-1.05,-3.5,-0.6,-1.3,3.9,9475
808.500,80.8822,20,-0.0640,0.1826,0.1415,-179.0328,-1.6164,585.7838,0.0079,0.1300,796.3753,50.52000239,-104.49352635,26.5,77.7,0.03,-0.01,-1.05,-2.6,-0.4,-1.1,3.9,9494
808.550,81.2429,20,-0.0600,0.1731,0.1391,-178.9742,-1.5085,585.7887,0.0079,0.1300,857.1555,50.51999220,-104.49352665,26.5,77.6,0.01,-0.04,-1.07,-1.7,-0.0,-0.8,3.9,9540
808.600,81.3384,20,-0.0314,0.1754,0.1290,-179.0004,-0.7896,585.7874,0.0079,0.1300,1639.5331,50.51998196,-104.49352694,26.5,77.6,-0.00,-0.05,-1.08,-1.2,0.1,-0.6,3.9,9596
808.650,81.4854,20,-0.0111,0.1742,0.1226,-179.0401,-0.2772,585.7868,0.0079,0.1300,4678.7017,50.51997172,-104.49352723,26.5,77.6,-0.01,-0.07,-1.09,-1.2,0.3,-0.5,3.9,9607
808.700,81.8390,20,-0.0238,0.1587,0.1312,-179.1342,-0.5909,585.7886,0.0079,0.1300,2204.1577,50.51996145,-104.49352751,26.5,77.6,-0.02,-0.07,-1.10,-1.5,0.4,-0.6,3.9,9653
808.750,82.1949,20,-0.0336,0.1494,0.1379,-179.2281,-0.8332,585.7914,0.0079,0.1300,1570.1483,50.51995115,-104.49352776,26.5,77.7,-0.02,-0.08,-1.10,-1.8,0.5,-0.7,3.9,9665
808.800,82.5603,20,-0.0320,0.1646,0.1367,-179.3207,-0.7893,585.7979,0.0079,0.1300,1664.8018,50.51994076,-104.49352792,26.5,77.8,-0.03,-0.08,-1.10,-2.0,0.6,-0.9,3.9,9711
808.850,82.8979,20,-0.0306,0.1751,0.1323,-179.3803,-0.7539,585.7993,0.0079,0.1300,1750.0557,50.51993037,-104.49352809,26.5,77.9,-0.02,-0.08,-1.10,-2.0,0.6,-0.9,3.9,9738
808.900,83.1241,20,-0.0307,0.1668,0.1150,-179.3077,-0.7525,585.7811,0.0079,0.1300,1758.0808,50.51991997,-104.49352829,26.5,78.0,-0.01,-0.08,-1.10,-1.6,0.5,-0.9,3.9,9782
808.950,83.3721,20,-0.0335,0.1615,0.1040,-179.2726,-0.8182,585.7667,0.0079,0.1300,1621.7386,50.51990953,-104.49352848,26.5,78.1,0.00,-0.08,-1.09,-1.1,0.4,-0.8,3.9,9797
809.000,83.7075,20,-0.0474,0.1682,0.1181,-179.3873,-1.1523,585.7676,0.0079,0.1300,1156.1949,50.51989899,-104.49352861,26.5,78.1,0.02,-0.07,-1.07,-0.7,0.3,-0.6,3.9,9848
809.050,84.0301,20,-0.0562,0.1733,0.1281,-179.4891,-1.3640,585.7679,0.0079,0.1300,980.4567,50.51988844,-104.49352873,26.5,78.1,0.03,-0.06,-1.06,-0.3,0.2,-0.4,3.9,9870
809.100,84.3019,20,-0.0449,0.1719,0.1216,-179.5392,-1.0866,585.7650,0.0079,0.1300,1234.7418,50.51987787,-104.49352885,26.5,78.0,0.04,-0.05,-1.05,-0.3,0.1,-0.4,3.9,9904
809.150,84.5821,20,-0.0365,0.1674,0.1167,-179.5882,-0.8784,585.7626,0.0079,0.1310,1532.5629,50.51986728,-104.49352896,26.5,77.8,0.05,-0.04,-1.05,-0.5,0.2,-0.4,3.9,9932
809.200,84.8959,20,-0.0395,0.1508,0.1179,-179.6322,-0.9467,585.7621,0.0079,0.1360,1427.1621,50.51985661,-104.49352904,26.5,77.7,0.07,-0.03,-1.04,-0.9,0.2,-0.6,3.9,9971
809.250,85.1723,20,-0.0392,0.1384,0.1182,-179.6758,-0.9371,585.7609,0.0079,0.1400,1446.4972,50.51984665,-104.49352911,26.5,77.5,0.08,-0.02,-1.04,-1.3,0.3,-0.8,3.9,9982
809.300,85.2991,20,-0.0257,0.1426,0.1153,-179.7177,-0.6156,585.7574,0.0079,0.1400,2205.3560,50.51983953,-104.49352913,26.5,77.3,0.08,-0.02,-1.05,-1.4,0.4,-1.0,3.9,10033
809.350,85.4260,20,-0.0122,0.1468,0.1124,-179.7596,-0.2940,585.7540,0.0079,0.1400,4623.9707,50.51983240,-104.49352914,26.5,77.4,0.08,-0.01,-1.06,-1.1,0.4,-0.9,3.9,10049
809.400,85.6278,20,0.0050,0.1507,0.1152,-179.7729,0.1170,585.7549,0.0079,0.1400,10000.0000,50.51982239,-104.49352919,26.5,77.4,0.07,-0.01,-1.07,-0.6,0.4,-0.7,3.9,10074
809.450,86.0736,20,0.0449,0.1472,0.1350,-179.6634,1.0574,585.7697,0.0079,0.1393,1295.5673,50.51980370,-104.49352938,26.5,77.5,0.05,-0.00,-1.09,0.0,0.5,-0.3,3.9,10106
809.500,86.2965,20,0.1143,0.1185,0.1316,-179.5208,2.6822,585.7672,0.0079,0.1360,512.0598,50.51979647,-104.49352955,26.5,77.6,0.03,0.01,-1.09,0.8,0.5,0.2,3.9,10132
809.550,86.5194,20,0.1838,0.0898,0.1282,-179.3782,4.3070,585.7648,0.0079,0.1327,319.7088,50.51978924,-104.49352972,26.5,77.6,0.01,0.02,-1.09,2.0,0.7,1.1,3.9,10132
809.600,86.7083,20,0.2563,0.0585,0.1292,-179.1282,6.0025,585.7643,0.0079,0.1300,229.9053,50.51977911,-104.49353007,26.5,77.7,-0.00,0.04,-1.09,3.2,0.8,2.0,3.9,10106
809.650,86.7336,20,0.3461,0.0119,0.1432,-178.4601,8.0957,585.7695,0.0080,0.1310,170.5111,50.51975959,-104.49353109,26.5,77.7,-0.01,0.07,-1.08,4.5,0.8,3.0,3.9,10039
809.700,86.6494,20,0.4556,-0.0546,0.1410,-177.8396,10.6501,585.7676,0.0080,0.1360,129.4890,50.51974879,-104.49353202,26.5,77.7,-0.01,0.10,-1.08,6.1,0.9,4.2,3.9,9905
809.750,86.4092,20,0.5656,-0.1220,0.1389,-177.1739,13.2285,585.7668,0.0080,0.1400,103.9605,50.51973806,-104.49353303,26.5,77.8,-0.02,0.15,-1.06,8.1,0.8,5.7,3.9,9553
809.800,85.5452,20,0.6782,-0.1926,0.1373,-176.3277,15.9033,585.7698,0.0080,0.1400,85.6106,50.51972756,-104.49353440,26.5,77.9,-0.04,0.20,-1.04,10.8,0.4,7.6,3.9,9655
809.850,84.7591,20,0.7872,-0.2610,0.1350,-175.3587,18.5104,585.7721,0.0080,0.1400,72.8769,50.51971711,-104.49353597,26.5,77.9,-0.07,0.27,-1.00,13.5,-0.1,10.0,3.9,9641
809.900,84.2844,20,0.8814,-0.3202,0.1300,-173.8985,20.8466,585.7716,0.0080,0.1400,64.3475,50.51970679,-104.49353835,26.5,77.7,-0.11,0.36,-0.97,15.2,-0.4,12.6,3.9,9488
809.950,83.7230,20,0.9700,-0.3711,0.1249,-172.5469,23.0716,585.7718,0.0080,0.1400,57.7546,50.51969654,-104.49354079,26.5,77.4,-0.17,0.46,-0.93,16.2,-0.7,15.3,3.9,9271
810.000,82.8148,20,1.0361,-0.3882,0.1193,-171.6298,24.8520,585.7745,0.0080,0.1400,53.0356,50.51968654,-104.49354348,26.5,76.9,-0.23,0.57,-0.90,17.7,-0.9,18.0,3.9,9346
810.050,81.9808,20,1.0958,-0.4009,0.1127,-170.5554,26.4912,585.7767,0.0080,0.1400,49.2527,50.51967659,-104.49354637,26.5,76.3,-0.29,0.68,-0.87,18.9,-1.0,20.5,3.9,9345
810.100,81.4440,20,1.1297,-0.3957,0.1024,-168.8519,27.5661,585.7767,0.0081,0.1400,47.0223,50.51966684,-104.49355009,26.5,75.9,-0.34,0.78,-0.85,17.5,-0.9,22.0,3.9,9186
810.150,80.8816,20,1.1589,-0.3856,0.0935,-167.2438,28.5296,585.7780,0.0081,0.1400,45.1205,50.51965714,-104.49355393,26.5,75.5,-0.38,0.88,-0.84,13.8,-0.4,22.2,3.9,9056
810.200,80.2165,20,1.1692,-0.3562,0.0902,-166.0173,29.0476,585.7844,0.0081,0.1400,43.9514,50.51964767,-104.49355823,26.5,75.4,-0.42,0.96,-0.84,10.2,0.0,21.6,3.9,9151
810.250,79.5406,20,1.1814,-0.3310,0.0878,-164.6839,29.6111,585.7911,0.0081,0.1400,42.7518,50.51963828,-104.49356272,26.5,75.5,-0.44,1.01,-0.85,8.5,0.4,21.0,3.9,9154
810.300,78.8215,20,1.2014,-0.3223,0.0889,-162.9228,30.3565,585.7986,0.0081,0.1400,41.3250,50.51962922,-104.49356795,26.5,75.8,-0.44,1.05,-0.87,10.3,0.7,21.2,3.9,9136
810.350,78.1269,20,1.2254,-0.3196,0.0937,-161.2189,31.2102,585.8081,0.0081,0.1400,39.8404,50.51962021,-104.49357329,26.5,76.1,-0.44,1.09,-0.90,16.9,0.9,23.3,3.9,9013
810.400,77.5307,20,1.2658,-0.3409,0.1136,-159.7439,32.4972,585.8251,0.0081,0.1400,37.9706,50.51961140,-104.49357909,26.5,76.6,-0.42,1.10,-0.95,25.5,1.2,26.7,3.9,8993
810.450,76.9372,20,1.3093,-0.3550,0.1326,-158.2059,33.8836,585.8417,0.0081,0.1400,36.1382,50.51960267,-104.49358502,26.5,77.3,-0.40,1.10,-0.99,33.2,1.7,30.5,3.9,8772
810.500,76.3542,20,1.3655,-0.3400,0.1480,-156.4162,35.6678,585.8568,0.0081,0.1400,34.0704,50.51959423,-104.49359152,26.5,78.3,-0.37,1.11,-1.04,36.9,2.4,33.6,3.9,8623
810.550,75.6898,20,1.4093,-0.3340,0.1538,-154.4966,37.1300,585.8669,0.0081,0.1410,32.4439,50.51958593,-104.49359822,26.5,79.5,-0.35,1.12,-1.07,34.9,3.2,35.1,3.9,8511
810.600,74.6991,20,1.4037,-0.3643,0.1210,-152.0574,37.3042,585.8576,0.0082,0.1460,31.8697,50.51957819,-104.49360572,26.5,80.5,-0.33,1.15,-1.09,28.2,4.0,35.1,3.9,8437
810.650,73.7992,20,1.4064,-0.3824,0.0895,-149.8228,37.7147,585.8466,0.0082,0.1500,31.1430,50.51957049,-104.49361329,26.5,81.1,-0.31,1.20,-1.09,20.0,4.5,34.4,3.9,8309
810.700,73.2625,20,1.4417,-0.3520,0.0631,-148.4065,39.0703,585.8290,0.0082,0.1500,29.8439,50.51956298,-104.49362110,26.5,81.3,-0.30,1.25,-1.08,13.7,4.5,33.7,3.9,8309
810.750,72.6916,20,1.4646,-0.3270,0.0372,-146.7973,40.0785,585.8126,0.0082,0.1530,28.8664,50.51955559,-104.49362909,26.5,81.1,-0.29,1.29,-1.06,10.1,3.9,33.5,3.9,8339
810.800,71.9841,20,1.4377,-0.3236,0.0134,-144.4166,39.6970,585.8015,0.0082,0.1680,28.8602,50.51954872,-104.49363781,26.5,80.7,-0.29,1.31,-1.02,9.0,3.2,33.9,3.9,8488
810.850,71.2651,20,1.4228,-0.3176,-0.0028,-142.2107,39.6541,585.7955,0.0082,0.1780,28.6028,50.51954193,-104.49364659,26.5,80.1,-0.28,1.33,-1.00,9.7,2.5,34.9,3.9,8450
810.900,70.5003,20,1.4563,-0.3014,0.0110,-140.7042,40.9655,585.8099,0.0082,0.1680,27.3901,50.51953548,-104.49365561,26.5,79.7,-0.27,1.33,-0.98,12.1,1.9,36.3,3.9,8559
810.950,69.9018,20,1.4827,-0.2836,0.0115,-138.9668,42.0755,585.8159,0.0082,0.1590,26.4411,50.51952914,-104.49366484,26.5,79.3,-0.25,1.33,-0.99,13.6,1.3,37.3,3.9,8410
811.000,69.9688,20,1.4807,-0.2593,-0.0412,-136.3056,42.3801,585.7875,0.0082,0.1540,26.2762,50.51952322,-104.49367492,26.5,79.1,-0.24,1.33,-1.00,10.5,1.6,36.7,3.9,8098
