Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
525.200,63.5589,21,0.7482,0.1819,0.1770,19.7013,23.9156,587.6983,0.0076,0.1510,42.2976,50.51975324,-104.49562081,27.2,78.6,0.13,0.79,-1.03,6.5,0.6,19.9,3.9,7670
525.250,64.0866,21,0.7150,0.1902,0.1831,21.0445,22.7522,587.7062,0.0076,0.1560,44.8295,50.51976072,-104.49561593,27.2,78.7,0.13,0.76,-1.03,4.9,0.5,18.9,3.9,7730
525.300,64.5919,21,0.6801,0.1995,0.1885,22.2445,21.5376,587.7121,0.0076,0.1600,47.7310,50.51976821,-104.49561099,27.2,78.9,0.14,0.75,-1.05,4.0,0.3,17.9,3.9,7729
525.350,65.0071,21,0.6383,0.2130,0.1911,22.8715,20.1178,587.7099,0.0076,0.1600,51.4281,50.51977572,-104.49560585,27.2,79.0,0.14,0.73,-1.06,4.0,0.2,17.0,3.9,7780
525.400,65.4195,21,0.5952,0.2245,0.1962,23.5504,18.6622,587.7086,0.0076,0.1600,55.7911,50.51978323,-104.49560061,27.2,79.0,0.14,0.71,-1.08,4.2,0.2,16.1,3.9,7813
525.450,65.8209,21,0.5472,0.2278,0.2118,24.4366,17.0633,587.7108,0.0075,0.1600,61.3933,50.51979070,-104.49559501,27.2,79.0,0.14,0.67,-1.08,4.0,0.1,15.1,3.9,7846
525.500,66.2158,21,0.5005,0.2292,0.2244,25.2669,15.5104,587.7128,0.0075,0.1600,67.9453,50.51979817,-104.49558933,27.2,78.9,0.13,0.63,-1.09,3.5,0.0,13.9,3.9,7862
525.550,66.5849,21,0.4589,0.2232,0.2244,25.8733,14.1413,587.7142,0.0075,0.1600,74.9385,50.51980565,-104.49558337,27.2,78.8,0.13,0.58,-1.08,2.8,-0.1,12.7,3.9,7927
525.600,66.9209,21,0.4180,0.2154,0.2200,26.4689,12.7997,587.7135,0.0075,0.1600,83.2113,50.51981312,-104.49557737,27.2,78.7,0.12,0.54,-1.08,2.0,-0.2,11.5,3.9,7931
525.650,67.1249,21,0.3798,0.2005,0.1974,27.0207,11.5676,587.7048,0.0075,0.1600,92.3549,50.51982057,-104.49557120,27.2,78.6,0.12,0.48,-1.07,1.5,-0.4,10.4,3.9,7994
525.700,67.3719,21,0.3434,0.1856,0.1813,27.5802,10.3982,587.6995,0.0075,0.1600,103.1194,50.51982802,-104.49556497,27.2,78.4,0.11,0.43,-1.06,1.5,-0.5,9.9,3.9,8022
525.750,67.7902,21,0.3145,0.1710,0.1907,28.1700,9.4793,587.7084,0.0075,0.1600,113.8176,50.51983549,-104.49555847,27.2,78.4,0.11,0.40,-1.05,1.2,-0.5,9.5,3.9,8026
525.800,68.1407,20,0.2868,0.1570,0.1998,28.6992,8.5996,587.7156,0.0075,0.1590,126.1091,50.51984294,-104.49555196,27.2,78.4,0.11,0.38,-1.05,0.4,-0.2,8.8,3.9,8104
525.850,68.2194,20,0.2637,0.1454,0.2074,28.9860,7.8766,587.7159,0.0075,0.1540,137.8439,50.51985036,-104.49554540,27.2,78.5,0.11,0.35,-1.06,-0.8,-0.1,7.9,3.9,8126
525.900,68.3506,20,0.2432,0.1315,0.2136,29.2308,7.2338,587.7170,0.0075,0.1500,150.3825,50.51985780,-104.49553883,27.2,78.6,0.11,0.33,-1.07,-2.1,-0.1,6.8,3.9,8116
525.950,68.6921,20,0.2333,0.1084,0.2139,29.3076,6.9115,587.7213,0.0075,0.1500,158.1800,50.51986532,-104.49553222,27.2,78.7,0.11,0.30,-1.08,-3.2,0.1,5.6,3.9,8091
526.000,68.9936,20,0.2308,0.0822,0.2085,29.4717,6.8135,587.7224,0.0075,0.1490,161.1611,50.51987283,-104.49552554,27.2,78.7,0.10,0.27,-1.09,-3.6,0.2,4.5,3.9,8102
526.050,69.1355,20,0.2585,0.0436,0.1801,29.9853,7.6120,587.7109,0.0075,0.1440,144.5506,50.51988030,-104.49551858,27.2,78.7,0.09,0.24,-1.08,-2.8,0.2,4.0,3.9,8055
526.100,69.1603,20,0.2950,0.0022,0.1582,30.5126,8.6738,587.7024,0.0075,0.1400,126.9017,50.51988772,-104.49551160,27.2,78.7,0.09,0.22,-1.06,-0.7,-0.1,4.0,3.9,8007
526.150,68.7169,20,0.3670,-0.0505,0.1620,31.0949,10.7883,587.7048,0.0075,0.1400,101.3748,50.51989490,-104.49550453,27.1,78.6,0.07,0.20,-1.04,1.9,-0.5,4.6,3.9,7891
526.200,68.2993,20,0.4471,-0.1048,0.1737,31.7714,13.1560,587.7096,0.0075,0.1410,82.6253,50.51990203,-104.49549738,27.1,78.5,0.04,0.20,-1.01,5.1,-0.8,6.0,3.9,7876
526.250,67.9847,20,0.5602,-0.1654,0.2172,32.8242,16.5362,587.7235,0.0075,0.1460,65.4328,50.51990895,-104.49548998,27.1,78.4,-0.01,0.23,-0.99,7.7,-0.7,7.6,3.9,7707
526.300,67.6408,20,0.6771,-0.2250,0.2392,33.8974,20.0545,587.7309,0.0075,0.1500,53.6805,50.51991581,-104.49548250,27.1,78.3,-0.07,0.28,-0.98,10.6,-0.4,9.6,3.9,7551
526.350,67.1797,20,0.8092,-0.2803,0.1748,35.0516,24.1253,587.7123,0.0075,0.1500,44.3186,50.51992245,-104.49547471,27.1,78.3,-0.13,0.34,-0.96,15.5,-0.3,12.6,3.9,7465
526.400,66.6308,20,0.9380,-0.3317,0.1287,36.3764,28.1382,587.6978,0.0075,0.1500,37.6876,50.51992895,-104.49546684,27.1,78.2,-0.18,0.41,-0.94,23.0,-0.4,17.0,3.9,7593
526.450,65.7310,20,1.0537,-0.3672,0.1556,38.3838,31.9201,587.6997,0.0075,0.1500,32.7738,50.51993494,-104.49545858,27.1,78.2,-0.22,0.50,-0.93,30.6,-0.4,22.2,3.9,7547
526.500,64.8511,20,1.1643,-0.3953,0.1747,40.4218,35.5903,587.7015,0.0075,0.1490,29.0006,50.51994082,-104.49545023,27.1,78.2,-0.25,0.61,-0.94,35.9,0.2,27.6,3.9,7354
526.550,64.0508,20,1.2544,-0.3934,0.1626,42.5821,38.8140,587.7025,0.0075,0.1440,26.2638,50.51994625,-104.49544144,27.1,78.2,-0.27,0.72,-0.96,38.0,1.2,32.2,3.9,7256
526.600,63.2325,20,1.3397,-0.3855,0.1496,44.7366,41.9143,587.7014,0.0075,0.1390,24.0103,50.51995156,-104.49543258,27.1,78.2,-0.27,0.84,-0.99,37.0,2.2,35.5,3.9,7218
526.650,62.3424,20,1.4055,-0.3532,0.1333,46.8671,44.5215,587.6922,0.0075,0.1340,22.2861,50.51995640,-104.49542341,27.1,78.2,-0.27,0.94,-1.02,33.8,3.1,37.6,3.9,7272
526.700,61.5541,20,1.4643,-0.3178,0.1214,49.1004,46.9122,587.6834,0.0075,0.1300,20.8829,50.51996112,-104.49541413,27.1,78.2,-0.27,1.03,-1.05,29.7,3.9,38.9,3.9,7205
526.750,61.1731,20,1.4955,-0.2701,0.1270,51.7445,48.4376,587.6763,0.0075,0.1300,20.1001,50.51996536,-104.49540441,27.1,78.2,-0.26,1.11,-1.09,25.3,4.6,39.5,3.9,7187
526.800,60.8152,21,1.5197,-0.2215,0.1346,54.3141,49.7189,587.6727,0.0075,0.1300,19.4676,50.51996950,-104.49539458,27.1,78.2,-0.24,1.18,-1.12,21.3,5.1,39.5,3.9,7308
526.850,60.5495,21,1.5161,-0.1694,0.1498,56.5852,50.0239,587.6830,0.0075,0.1300,19.2643,50.51997321,-104.49538436,27.1,78.2,-0.22,1.23,-1.14,18.2,5.2,39.0,3.9,7327
526.900,60.3270,21,1.5095,-0.1220,0.1641,58.9768,50.1984,587.6938,0.0075,0.1300,19.1268,50.51997678,-104.49537404,27.1,78.1,-0.18,1.26,-1.16,15.9,5.2,38.4,3.9,7224
526.950,60.2775,21,1.4907,-0.0930,0.1746,61.8507,49.8509,587.7064,0.0075,0.1300,19.2443,50.51997982,-104.49536331,27.1,78.0,-0.14,1.28,-1.18,15.3,5.2,38.0,3.9,7197
527.000,60.1430,21,1.4731,-0.0720,0.1919,64.5481,49.5255,587.7191,0.0075,0.1300,19.3275,50.51998277,-104.49535257,27.1,77.9,-0.09,1.29,-1.21,17.1,5.0,38.1,3.9,6983
527.050,59.6681,21,1.4603,-0.0830,0.2360,66.5402,49.2891,587.7331,0.0075,0.1300,19.2669,50.51998530,-104.49534175,27.1,77.9,-0.05,1.29,-1.22,21.1,4.7,38.9,3.9,7112
527.100,59.2456,21,1.4491,-0.1002,0.2692,68.7381,49.1128,587.7441,0.0075,0.1310,19.1991,50.51998767,-104.49533087,27.1,78.0,-0.03,1.27,-1.22,25.6,4.4,40.2,3.9,6949
527.150,59.0325,21,1.4444,-0.1425,0.2594,71.7596,49.1772,587.7433,0.0075,0.1360,19.1050,50.51998937,-104.49531976,27.1,78.1,-0.02,1.27,-1.22,29.1,4.6,41.3,3.9,6883
527.200,58.6946,21,1.4406,-0.1847,0.2523,74.5565,49.3011,587.7437,0.0075,0.1430,18.9479,50.51999100,-104.49530869,27.1,78.3,-0.02,1.27,-1.22,33.3,5.0,43.0,3.9,6895
527.250,57.8573,21,1.4408,-0.2267,0.2568,76.4554,49.6634,587.7491,0.0075,0.1580,18.5414,50.51999228,-104.49529779,27.1,78.6,-0.03,1.28,-1.21,38.5,5.3,45.1,3.9,6748
527.300,57.0303,21,1.4410,-0.2641,0.2714,78.5383,50.0561,587.7563,0.0075,0.1710,18.1330,50.51999340,-104.49528693,27.1,78.7,-0.04,1.27,-1.21,43.4,5.7,47.3,3.9,6845
527.350,56.2444,21,1.4414,-0.2831,0.3268,81.3573,50.5701,587.7710,0.0075,0.1760,17.7013,50.51999388,-104.49527619,27.1,78.8,-0.05,1.25,-1.22,46.3,6.3,49.1,3.9,6717
527.400,55.5423,21,1.4420,-0.2993,0.3820,84.2090,51.1060,587.7880,0.0075,0.1820,17.2970,50.51999422,-104.49526545,27.1,78.8,-0.05,1.24,-1.25,45.6,7.5,50.0,3.9,6672
527.450,55.1750,21,1.4430,-0.3042,0.4362,87.1914,51.7293,587.8141,0.0075,0.1920,16.9756,50.51999400,-104.49525469,27.1,78.8,-0.06,1.25,-1.29,41.8,9.1,50.2,3.9,6532
527.500,54.7597,21,1.4441,-0.3088,0.4818,89.9830,52.3661,587.8354,0.0075,0.2000,16.6430,50.51999370,-104.49524401,27.1,78.7,-0.05,1.26,-1.34,35.2,10.9,49.5,3.9,6334
527.550,54.1524,21,1.4457,-0.3120,0.4928,92.0113,53.0565,587.8370,0.0075,0.2000,16.2442,50.51999304,-104.49523361,27.1,78.6,-0.04,1.28,-1.36,27.0,12.3,48.0,3.9,6312
527.600,53.5350,21,1.4480,-0.3146,0.5091,94.2187,53.7828,587.8412,0.0075,0.2020,15.8422,50.51999225,-104.49522328,27.1,78.5,-0.03,1.28,-1.36,17.2,12.7,45.5,3.9,6200
527.650,52.8773,21,1.4528,-0.3145,0.5467,97.1424,54.6525,587.8561,0.0075,0.2120,15.3985,50.51999089,-104.49521328,27.1,78.5,-0.01,1.28,-1.32,6.4,12.2,42.1,3.9,6210
527.700,52.1365,21,1.4606,-0.3125,0.5796,100.1533,55.6475,587.8687,0.0075,0.2190,14.9113,50.51998938,-104.49520343,27.1,78.4,0.04,1.27,-1.26,-2.9,11.0,39.1,3.9,6157
527.750,51.0636,21,1.4802,-0.3025,0.5940,103.5130,57.1444,587.8721,0.0075,0.2140,14.2219,50.51998729,-104.49519418,27.1,78.4,0.11,1.27,-1.21,-7.7,9.5,37.8,3.9,6127
527.800,50.1222,21,1.5037,-0.2895,0.5980,106.7250,58.8084,587.8738,0.0075,0.2090,13.5647,50.51998512,-104.49518501,27.1,78.4,0.20,1.30,-1.16,-4.4,7.3,39.3,3.9,6175
527.850,49.7068,21,1.5428,-0.2647,0.5602,109.3467,61.1411,587.8682,0.0075,0.2040,12.9391,50.51998264,-104.49517616,27.1,78.4,0.25,1.32,-1.13,4.1,5.6,42.2,3.9,6128
527.900,49.3014,21,1.5845,-0.2314,0.5285,112.1304,63.5849,587.8636,0.0075,0.1990,12.3403,50.51998002,-104.49516744,27.1,78.5,0.27,1.32,-1.09,14.3,4.5,45.5,3.9,6182
527.950,48.9357,21,1.6366,-0.1644,0.5207,115.5618,66.4728,587.8636,0.0075,0.1940,11.7166,50.51997684,-104.49515924,27.1,78.7,0.24,1.32,-1.05,22.6,3.9,47.8,3.9,6227
528.000,48.6547,21,1.6826,-0.0929,0.5057,119.0729,69.0641,587.8615,0.0075,0.1880,11.2123,50.51997349,-104.49515116,27.1,79.1,0.17,1.31,-0.99,26.5,4.0,48.3,3.9,6225
528.050,48.7128,21,1.7039,-0.0038,0.4613,122.9033,70.4688,587.8516,0.0075,0.1780,11.0019,50.51996950,-104.49514360,27.1,79.5,0.08,1.31,-0.92,26.1,4.4,47.1,3.9,6302
528.100,48.7993,21,1.7173,0.0804,0.4240,126.6835,71.4613,587.8435,0.0075,0.1660,10.8683,50.51996541,-104.49513619,27.1,79.7,0.02,1.31,-0.87,23.3,4.7,45.0,3.9,6331
528.150,48.9993,21,1.6991,0.1450,0.4153,130.2629,70.8051,587.8423,0.0075,0.1460,11.0140,50.51996089,-104.49512940,27.1,79.8,-0.01,1.30,-0.86,19.6,4.8,42.6,3.9,6346
528.200,49.2250,21,1.6791,0.2043,0.4105,133.8552,70.0055,587.8414,0.0075,0.1300,11.1911,50.51995630,-104.49512273,27.1,79.6,0.02,1.29,-0.91,15.8,4.7,40.4,3.9,6350
528.250,49.5530,21,1.6517,0.2429,0.4218,137.4994,68.6318,587.8412,0.0075,0.1300,11.4912,50.51995135,-104.49511660,27.0,79.1,0.09,1.29,-1.00,12.2,4.8,38.9,3.9,6234
528.300,49.8417,21,1.6203,0.2750,0.4261,140.9498,67.0571,587.8401,0.0075,0.1300,11.8295,50.51994634,-104.49511060,27.0,78.5,0.16,1.31,-1.08,10.8,4.9,38.6,3.9,6504
528.350,49.9731,21,1.5726,0.2820,0.4027,143.6252,64.6783,587.8356,0.0075,0.1300,12.2969,50.51994109,-104.49510519,27.0,78.0,0.21,1.34,-1.12,11.9,4.7,39.2,3.9,6360
528.400,50.1769,21,1.5211,0.2846,0.3798,146.3651,62.1453,587.8314,0.0075,0.1290,12.8504,50.51993574,-104.49509992,27.0,77.5,0.24,1.37,-1.13,13.8,4.6,40.0,3.9,6382
528.450,50.6701,21,1.4544,0.2695,0.3585,149.3631,58.9947,587.8286,0.0075,0.1240,13.6697,50.51992997,-104.49509528,27.0,77.2,0.28,1.39,-1.12,15.0,4.7,40.5,3.9,6368
528.500,51.1048,21,1.3900,0.2564,0.3408,152.2656,55.9619,587.8262,0.0075,0.1200,14.5341,50.51992416,-104.49509082,27.0,77.1,0.30,1.39,-1.09,15.3,4.7,40.5,3.9,6481
528.550,51.3050,21,1.3352,0.2508,0.3375,154.7862,53.4003,587.8253,0.0075,0.1200,15.2910,50.51991816,-104.49508705,27.0,77.1,0.30,1.39,-1.04,14.3,4.4,39.9,3.9,6370
528.600,51.5506,21,1.2826,0.2486,0.3251,157.2411,50.9444,587.8233,0.0075,0.1200,16.1049,50.51991212,-104.49508340,27.0,77.2,0.30,1.36,-0.99,11.9,3.9,38.3,3.9,6532
528.650,51.9773,21,1.2394,0.2600,0.2765,159.4337,48.9119,587.8171,0.0075,0.1200,16.9129,50.51990589,-104.49508023,27.0,77.3,0.29,1.34,-0.95,10.9,2.9,36.9,3.9,6552
528.700,52.4479,21,1.1965,0.2727,0.2399,161.7335,46.8970,587.8142,0.0075,0.1200,17.7993,50.51989959,-104.49507725,27.0,77.5,0.27,1.30,-0.92,10.7,1.8,35.4,3.9,6465
528.750,53.0940,21,1.1554,0.2908,0.2515,164.4628,44.9524,587.8238,0.0075,0.1200,18.7980,50.51989298,-104.49507501,27.0,77.6,0.24,1.26,-0.91,10.8,0.9,34.1,3.9,6470
528.800,53.6553,21,1.1131,0.3070,0.2454,166.9133,42.9690,587.8270,0.0075,0.1210,19.8737,50.51988636,-104.49507284,27.0,77.7,0.20,1.22,-0.93,11.5,0.3,32.8,3.9,6518
528.850,53.8777,21,1.0667,0.3157,0.1680,168.2484,40.8301,587.8043,0.0075,0.1260,21.0014,50.51987968,-104.49507095,27.0,77.9,0.18,1.18,-0.95,14.2,-0.2,32.0,3.9,6665
528.900,54.1814,21,1.0174,0.3201,0.1105,169.7077,38.5921,587.7868,0.0075,0.1300,22.3445,50.51987296,-104.49506921,27.0,78.1,0.16,1.12,-0.99,17.7,-0.7,31.4,3.9,6612
528.950,54.8106,21,0.9566,0.3077,0.1324,171.6636,35.9576,587.7899,0.0075,0.1300,24.2602,50.51986607,-104.49506806,27.0,78.2,0.16,1.06,-1.04,20.0,-0.7,30.5,3.9,6669
529.000,55.4314,21,0.8927,0.2903,0.1510,173.5199,33.2339,587.7919,0.0075,0.1300,26.5457,50.51985915,-104.49506703,27.0,78.2,0.19,0.99,-1.11,20.3,-0.3,29.2,3.9,6711
529.050,56.0181,21,0.8166,0.2530,0.1561,174.9781,30.1532,587.7897,0.0075,0.1300,29.5676,50.51985210,-104.49506643,27.1,78.2,0.22,0.93,-1.19,19.2,0.4,27.4,3.9,6683
529.100,56.4835,21,0.7350,0.2095,0.1652,176.3501,26.9042,587.7913,0.0075,0.1300,33.4134,50.51984506,-104.49506590,27.1,78.2,0.24,0.86,-1.26,17.4,1.2,25.5,3.9,6700
529.150,56.4634,21,0.6315,0.1415,0.1902,177.3778,22.9824,587.8078,0.0075,0.1300,39.1014,50.51983802,-104.49506562,27.1,78.1,0.25,0.79,-1.31,14.6,2.0,23.3,3.9,6662
529.200,56.4264,21,0.5213,0.0705,0.1996,178.3223,18.8476,587.8183,0.0075,0.1300,47.6483,50.51983098,-104.49506539,27.1,78.1,0.25,0.72,-1.33,10.5,2.6,20.5,3.9,6544
529.250,56.3218,21,0.3843,-0.0123,0.1466,178.9337,13.8609,587.8047,0.0075,0.1300,64.6705,50.51982392,-104.49506532,27.1,78.2,0.22,0.65,-1.29,7.5,2.6,18.1,3.9,6368
529.300,56.1101,21,0.2394,-0.0953,0.1106,179.3814,8.5982,587.7943,0.0075,0.1300,103.8607,50.51981690,-104.49506523,27.1,78.4,0.18,0.57,-1.22,4.3,1.9,15.5,3.9,6353
529.350,55.4697,21,0.0630,-0.1792,0.1430,179.1738,2.2318,587.7961,0.0075,0.1300,395.5678,50.51981010,-104.49506506,27.1,78.8,0.13,0.49,-1.13,-0.9,1.2,12.1,3.9,6316
529.400,54.8370,21,-0.1182,-0.2593,0.1739,178.8489,-4.3413,587.7996,0.0075,0.1300,201.0351,50.51980332,-104.49506483,27.1,79.1,0.07,0.41,-1.03,-8.2,0.7,7.6,3.9,6133
529.450,54.2353,21,-0.3186,-0.3248,0.1988,178.0550,-11.7411,587.8090,0.0075,0.1300,73.5177,50.51979664,-104.49506432,27.1,79.3,-0.03,0.32,-0.93,-16.4,0.6,2.0,3.9,6209
529.500,53.6053,21,-0.5132,-0.3806,0.2242,177.0372,-18.9991,587.8191,0.0075,0.1300,44.9049,50.51979001,-104.49506365,27.1,79.3,-0.15,0.21,-0.85,-25.4,0.9,-4.7,3.9,6106
529.550,52.8625,21,-0.6849,-0.3975,0.2518,175.1241,-25.6899,587.8314,0.0075,0.1300,32.7496,50.51978359,-104.49506234,27.1,79.2,-0.28,0.09,-0.80,-34.5,1.4,-12.3,3.9,6097
529.600,52.1130,21,-0.8485,-0.4096,0.2727,173.1593,-32.1501,587.8408,0.0075,0.1300,25.7979,50.51977721,-104.49506088,27.2,79.0,-0.39,-0.08,-0.80,-42.5,2.2,-20.2,3.9,6067
529.650,51.3368,21,-0.9795,-0.4018,0.2670,170.9873,-37.6881,587.8390,0.0075,0.1300,21.6793,50.51977101,-104.49505888,27.2,78.7,-0.47,-0.28,-0.86,-49.8,3.3,-28.3,3.9,5987
529.700,50.5767,21,-1.1034,-0.3957,0.2547,168.7736,-43.0055,587.8352,0.0075,0.1310,18.7174,50.51976488,-104.49505672,27.2,78.5,-0.49,-0.50,-0.96,-56.6,4.6,-36.1,3.9,5891
529.750,49.8811,21,-1.1984,-0.3959,0.2158,166.3928,-47.4409,587.8239,0.0075,0.1360,16.7341,50.51975907,-104.49505398,27.2,78.2,-0.47,-0.72,-1.08,-62.2,6.1,-43.2,3.9,5775
529.800,49.1599,22,-1.2842,-0.3977,0.1855,164.0235,-51.5574,587.8149,0.0075,0.1400,15.1754,50.51975333,-104.49505110,27.2,78.0,-0.42,-0.92,-1.18,-66.7,7.7,-49.4,3.9,5751
529.850,48.3357,22,-1.3330,-0.4057,0.1896,161.6996,-54.3984,587.8157,0.0075,0.1400,14.1417,50.51974788,-104.49504764,27.2,77.9,-0.38,-1.06,-1.25,-68.7,9.8,-54.1,3.9,5658
529.900,47.4800,22,-1.3744,-0.4143,0.1956,159.0553,-56.9727,587.8172,0.0075,0.1400,13.2637,50.51974255,-104.49504399,27.2,77.7,-0.36,-1.16,-1.29,-65.4,12.2,-56.3,3.9,5458
529.950,46.4981,22,-1.3860,-0.4255,0.2094,155.1298,-58.4805,587.8215,0.0075,0.1400,12.6545,50.51973769,-104.49503955,27.2,77.6,-0.33,-1.22,-1.31,-53.9,15.2,-55.6,3.9,5286
530.000,45.4949,22,-1.3942,-0.4357,0.2160,151.3301,-59.8745,587.8231,0.0075,0.1390,12.0932,50.51973295,-104.49503499,27.2,77.6,-0.31,-1.26,-1.31,-41.2,17.1,-53.4,3.9,5189
530.050,44.4060,22,-1.3889,-0.4413,0.1939,148.0338,-60.8134,587.8141,0.0075,0.1340,11.6215,50.51972867,-104.49502995,27.2,77.7,-0.29,-1.28,-1.30,-29.6,18.3,-51.4,3.9,5068
530.100,43.3736,22,-1.3825,-0.4452,0.1797,144.9682,-61.7221,587.8082,0.0075,0.1310,11.1842,50.51972446,-104.49502488,27.2,77.7,-0.27,-1.32,-1.27,-22.2,19.0,-50.6,3.9,4904
530.150,42.5677,22,-1.3716,-0.4417,0.1976,142.8263,-62.5098,587.8146,0.0075,0.1360,10.8381,50.51972058,-104.49501964,27.2,77.8,-0.27,-1.34,-1.24,-21.6,19.6,-52.0,3.9,4872
530.200,41.7587,22,-1.3594,-0.4372,0.2161,140.4537,-63.2453,587.8226,0.0075,0.1400,10.5085,50.51971681,-104.49501428,27.1,77.9,-0.26,-1.33,-1.22,-26.1,20.1,-54.9,3.9,4737
530.250,40.9375,22,-1.3420,-0.4286,0.2370,137.1583,-63.7727,587.8373,0.0075,0.1400,10.2166,50.51971354,-104.49500842,27.1,78.0,-0.25,-1.31,-1.22,-29.9,20.6,-56.9,3.9,4665
530.300,40.1082,22,-1.3265,-0.4186,0.2354,133.7509,-64.3947,587.8430,0.0075,0.1400,9.9130,50.51971041,-104.49500249,27.1,78.1,-0.24,-1.28,-1.22,-30.0,20.8,-56.9,3.9,4651
530.350,39.2465,22,-1.3183,-0.4023,0.1441,129.8955,-65.3958,587.8129,0.0075,0.1400,9.5515,50.51970784,-104.49499629,27.1,78.3,-0.21,-1.25,-1.22,-26.9,20.5,-55.3,3.9,4663
530.400,38.4095,22,-1.3190,-0.3810,0.0665,126.1899,-66.8784,587.7881,0.0075,0.1390,9.1406,50.51970537,-104.49499006,27.1,78.3,-0.18,-1.24,-1.22,-22.2,19.5,-52.8,3.9,4740
530.450,37.6712,22,-1.3560,-0.3393,0.0440,123.0839,-70.2870,587.7849,0.0075,0.1340,8.5301,50.51970328,-104.49498366,27.1,78.4,-0.15,-1.24,-1.22,-18.0,18.0,-50.3,3.9,4730
530.500,36.9934,22,-1.3986,-0.2902,0.0303,119.6850,-73.9972,587.7837,0.0075,0.1300,7.9566,50.51970136,-104.49497719,27.1,78.3,-0.12,-1.26,-1.22,-15.2,16.4,-48.3,3.9,4645
530.550,36.5573,22,-1.4634,-0.2118,0.0520,115.1146,-78.9141,587.7904,0.0075,0.1300,7.3729,50.51970009,-104.49497044,27.1,78.2,-0.09,-1.28,-1.23,-14.2,15.0,-47.3,3.9,4658
530.600,36.1831,22,-1.5187,-0.1325,0.0653,110.6915,-83.2463,587.7952,0.0075,0.1290,6.9177,50.51969890,-104.49496364,27.1,78.1,-0.05,-1.30,-1.25,-14.1,14.0,-46.7,3.9,4640
530.650,36.0563,22,-1.5361,-0.0495,0.0447,106.8582,-85.2398,587.7918,0.0075,0.1240,6.7322,50.51969809,-104.49495662,27.1,78.0,-0.02,-1.32,-1.27,-12.5,13.0,-45.6,3.9,4687
530.700,35.9628,22,-1.5421,0.0301,0.0130,102.7124,-86.4727,587.7852,0.0075,0.1200,6.6190,50.51969747,-104.49494955,27.1,77.9,0.01,-1.34,-1.29,-7.7,12.0,-43.1,3.9,4605
530.750,36.0028,22,-1.5027,0.0960,-0.0638,97.3168,-84.6637,587.7656,0.0075,0.1200,6.7680,50.51969761,-104.49494229,27.1,77.8,0.04,-1.37,-1.29,-0.9,10.8,-39.5,3.9,4581
530.800,36.1076,21,-1.4606,0.1591,-0.1036,92.3758,-82.5859,587.7537,0.0075,0.1190,6.9585,50.51969783,-104.49493502,27.1,77.7,0.06,-1.40,-1.27,0.2,9.6,-38.0,3.9,4632
530.850,36.4715,21,-1.4078,0.2115,0.0046,89.2534,-79.4329,587.7728,0.0075,0.1140,7.3076,50.51969833,-104.49492770,27.1,77.7,0.07,-1.41,-1.26,-5.8,8.4,-38.7,3.9,4769
530.900,36.8053,21,-1.3542,0.2573,0.0930,86.1383,-76.1587,587.7871,0.0075,0.1100,7.6915,50.51969892,-104.49492041,27.1,77.6,0.09,-1.40,-1.25,-16.3,7.4,-41.1,3.9,4784
530.950,37.0184,21,-1.2973,0.2766,0.1027,83.0521,-72.3998,587.7830,0.0075,0.1100,8.1377,50.51969988,-104.49491322,27.1,77.6,0.10,-1.36,-1.25,-27.1,7.1,-43.8,3.9,4790
531.000,37.2886,21,-1.2423,0.2896,0.1080,79.8994,-68.7318,587.7806,0.0075,0.1100,8.6345,50.51970097,-104.49490603,27.1,77.6,0.11,-1.30,-1.26,-34.9,7.5,-46.0,3.9,4728
